"Y1" "Y2" "delta1" "delta2" "Z1" "Z2"
0.898803322110325 0.651042274513638 0 1 -0.665368261560022 0
1.13957314984183 0.887797346937675 1 1 0.183138330794574 0
1.58285896357479 3.31345142237842 1 0 -1.30421536629981 1
0.759315599941632 1.08629157900034 1 1 -1.21865506349293 0
0.804689920912161 1.95561870189722 1 1 -0.43969561969421 1
1.2983708451502 1.02711157834428 0 1 0.49175421248361 0
1.10210683262125 0.535714670875819 1 1 0.591436636573292 0
1.20352364228435 1.59058956375866 1 1 0.121942818227448 1
0.57575119799003 0.57575119799003 0 0 1.68850391174767 1
1.2095118592511 0.939338899434699 1 1 -0.590328966247144 0
0.692194288596511 0.692194288596511 0 0 -0.287408949422165 1
0.711726971296195 1.73265782779263 1 1 -0.0322317752546678 1
0.493007625483835 1.96745925798449 1 1 -1.19726768419009 1
1.07178501824855 0.583505741868119 1 1 1.49547544077338 0
0.897396225293175 0.835492156033318 1 1 1.85170544228215 1
1.07265772157897 2.00586441665226 1 1 -0.138135158275208 1
0.558992793150822 0.733138380976892 1 1 -0.0654051769153992 1
0.507860313092465 1.13513354517802 1 1 -0.0492656535291311 1
1.02462992636912 1.2642970068271 1 1 -0.731495799165908 1
1.34293083315255 0.927700680563898 1 1 1.41358076251988 0
0.940256759710603 1.47365130981548 1 1 0.0785141986931833 0
1.16446447211391 0.950038594582525 1 1 1.12740190583469 0
0.573894535656808 0.924070599954575 1 0 -0.294178034325785 1
1.4700208367764 2.18731652035793 1 1 0.0813887335036859 1
0.660838580579765 1.08714696330159 1 1 -0.491176790832384 0
1.18841758700987 1.67324243690236 1 1 0.172412101442257 1
0.93113433293979 0.853887428328827 1 1 -0.105755935253594 0
1.03115778230131 0.58312616682471 0 1 0.828000419468867 0
0.666420663579946 1.05561660255115 1 1 -1.37049199844389 0
0.943981695486324 2.52798523817962 1 1 -1.43682856337463 1
1.00540190644611 1.28246994450373 1 1 0.984185420216723 1
0.543678364358576 1.21182606941093 1 1 -0.246762136611323 1
1.13034148539015 1.06680210527271 1 1 -1.52444806772609 0
0.858309949398662 1.91065387976909 1 1 -0.324601953331864 1
0.303518197964877 0.303518197964877 0 0 -0.119232822403737 1
1.61585022133732 1.57405624522478 1 1 1.0270412342459 1
0.391756805642249 1.42375890734279 1 1 -1.07341387837687 1
1.23072110995971 1.38747046283415 1 1 0.4821164171521 1
1.20592990525977 0.636692182930811 1 1 1.27910676134734 0
0.874096906830625 1.09892500054381 1 1 0.245868410734044 1
0.81884525814614 0.827766775763817 1 1 0.234144418180664 0
0.625371744686273 0.700662116982782 1 1 -0.323757824239081 0
0.630769706148247 1.5039937541477 1 1 -0.272101492788258 1
0.627938820049167 0.627938820049167 0 0 1.2173450082089 1
1.1154602332653 1.25239504052475 1 1 0.0608029371890862 0
0.625486131291837 0.625486131291837 0 0 -0.105832603719389 0
0.875010319097099 1.97775810300066 1 1 -0.555697787225784 1
1.26152843363882 1.16955679176278 1 1 -0.85128698904538 0
0.769692971147743 0.980012624504275 1 1 -1.79391816932413 0
0.730727998364961 1.92245244703129 1 1 -1.40784599925547 0
0.629563672933728 0.629563672933728 0 0 -1.26780536035895 0
0.82788530848116 0.958451569222841 1 1 0.0990885930333571 0
0.0947289657779038 0.0947289657779038 0 0 -1.28750500522296 1
0.501715317808687 0.508784496691078 1 0 -0.400929423280607 1
0.952439153924611 0.678391239502664 1 1 0.280012494250478 0
0.695309145680107 1.55862364449126 1 1 -0.0010906400096238 1
0.880865868778223 1.21462445415996 1 1 -1.32134974752424 0
1.01838615053207 1.21228140553297 1 1 -0.212631083924489 0
0.437701140996069 0.437701140996069 0 0 0.462280780889281 1
0.925384408532514 1.01916299188327 1 1 1.33580267971672 1
0.374657361262626 1.43146529279815 1 1 -0.541903355646144 1
1.21950249668576 1.35937522318488 1 1 0.881117476951109 1
0.701094768087616 0.727824253195298 1 1 0.0684162378523493 0
1.15237032591885 1.23921932357212 1 1 -0.364150757780112 0
0.927303496888171 1.3338805604996 1 1 0.295571547657483 0
1.60351266767212 0.691162784404173 1 1 1.44746070519533 0
0.701951188135081 1.34286962214677 1 1 -1.10748647716935 0
1.6339497971433 2.31793997104823 1 1 0.720444804645672 1
0.774156758167418 0.926181985278507 1 1 -0.652439707409003 0
0.975242698129022 1.626910621484 1 1 -0.143553131458018 1
0.925320358813179 1.95580674254984 1 1 -0.492406360659171 1
1.22762629453629 1.09029814572106 1 1 1.1351190742041 0
0.645756504032761 0.645756504032761 0 0 0.829148930116886 1
0.585455522373429 1.37615221179272 1 1 -0.905663010028655 0
0.430195318329283 1.09899211202799 1 1 -0.00708450376355926 1
0.916459080018873 2.53835020838105 1 1 -1.21437457866783 0
0.723066306789831 1.34117991638429 1 1 0.507720680995983 1
0.467592386685341 0.933646056801081 1 0 -1.13125886342034 1
1.17542135728094 2.93061613249143 1 1 -1.37114847023696 1
1.05038709767852 0.58772472745102 1 1 1.46424699606106 0
1.91162587222592 2.16847313142436 1 1 0.763696724808028 1
1.480383904298 0.880125827089828 1 1 0.131997261203555 0
1.29827859729757 1.97833387638645 1 1 -0.363219935030155 1
1.31074150661334 1.54507443207528 1 1 1.21726162290938 1
0.438882756309319 1.45038999973129 1 1 -0.877874157580461 1
0.831189150562064 2.18745378344102 1 1 -1.10321913129872 1
1.51720566695276 1.00120996572094 1 1 0.0565712394555988 0
1.32767464683592 0.577440058613792 1 1 1.69317246263497 0
1.04515083551773 1.15551401492476 1 1 0.407260123522643 0
1.14731090606113 2.58484305068851 1 0 -1.57477956911067 1
1.08729076016451 1.51576513185797 1 1 -0.000853031949142123 1
0.825876410306038 1.67399897087228 1 1 -0.548918794642805 1
1.05397249580399 1.14194540586323 1 0 0.58740529023743 0
1.35648936876079 1.35720428470724 1 1 1.16100060038718 1
0.416485717054456 0.416485717054456 0 0 -1.68721244334776 0
1.15819463957653 1.01770952980326 1 1 0.823679122078212 0
1.03780811059249 0.939516254062585 1 1 0.199257249338753 0
1.78991576291903 2.05794336980125 1 1 0.819270511031992 1
0.803489538236112 1.25682027830926 1 1 -0.827603438055183 1
0.945429489232938 1.29309150539129 1 1 0.590726663024245 1
0.791842411737889 0.414707259130779 0 1 0.562411705651693 0
0.60045625252608 1.22987506501293 1 1 -0.789812471864345 1
